x,y
"가격,저렴하다,배송,빠르다,맘,들다",가격
"촉촉하다,은은하다,이쁘다",색상
"샘플받다,쓰다,좋다,나이트,크림,리치,하다,좋다,아침,일어나다,탱탱하다,느낌,향,좋다,바비,기초,제품,홍보,하다,모르다,요번,바꿔보다",향기
"향,좋다,향,좋다",향기
"색깔,넘다,이쁘다,맘,들다,산거,같다,다음,다르다,색,팔레트,도전하다,좋다",디자인
"백화점,저렴하다,구매하다,샘플은한개도,없다",가격
"저렴하다,사다,말다,팔다",가격
"짐승,용량,닥토용,쓰다,좋다",용량
"쓰다,만족하다,색상,예쁘다,좋다",디자인
"이후,나타나다,성인,여드름,고민하다,비오템,라인,쓰다,좋다,이번,라인,퓨어펙트,업그레이드,되다,구입하다,좋다,향,좋다,적",향기
"용량,확인하다,않거,주문,하다,뎅,적다",용량
"고가,생각,하다,있엇는데,네이버,보다,접하다,홀리다,구매,하다,가격,에이,정도,좋다,거,같다,신뢰도,있다,한국,유명,하다,같다,이다,살다,처음,쓰다,쓰다,재구매,하다,이다,그때,이벤트,하다,좋겟네여,엄마,사이,짱이잔아여,길다,말하다,하다,완전,강추,아끼다,쓰다",가격
"물,제형,바르다,촉촉하다,유자향,그렇다,향긋하다,살꺼,같다",향기
"광고,말하다,피부,빛,보이다,하다,매트하다,리치하다,피다,바르다,다크닝,없다,좋다,하얗다,밝다,피부,맞다,같다,비싸다,양,적다,살다,모르다",용량
"양도,많다,가격,저렴하다,괜찮다",용량
"타브,랜드,가격,저렴하다,양,많다,쓰다",용량
"드리다,상품,디자인,이쁘다,가격,괜찮다,구입하다,스킨,모자라다,사다,고민하다,구입하다",디자인
"요,제품,케이스,마음,들다,같다,약하다,보이다,같다,하공,파우더,적다,하다,수정,화장,안하다,괜찮다,같다",용량
"샘플,쓰다,괜찮다,같다,케이스,고급스럽다,좋다",디자인
"배송,빠르다,가격,착하다,색깔,예쁘다,맘,들다",디자인
"더,샘,번째,구매,듀얼,고르다,쓰다,있다,좋다,발림성,좋다,커버,수정,하다,비싸다,품질,좋다",감촉
"향,좋다,촉촉하다,좋다",향기
"색,건강하다,그을리다,혈색,있다,색,맘,들다,은은하다,펄감",색상
"좋다,생각,들다,흡수,잘되다,화장하다,뿌리다,뭉치다,없다,향,좋다,시원하다,조으네요,분사,입자,크다,가늘다,퍼지다,좋다,생각,들다,흡수,잘되다,화장하다,뿌리다,뭉치다,없다",향기
"용량,크다,사은품,맘,들다,쓰다,유분기,없다,보습,잘되다,제품,찾다,만족스럽다",용량
"좋다,일단,가격,비싸다,양이,적다,피부,색,맞다,일단,좋다,한데,커버,력이,없다,아쉽다",용량
"쓰다,제품,눈가,유분,많다,마스카라,쓰다,너구리,안되다,크리니크,같다",감촉
"향수,향,좋다,남자,친구,좋아하,향,적극,추천,바드,스크럽,이가격어",향기
"향도,좋쿠,촉촉하다,좋다,양도,많다,오래,쓰다,있다,끄다,같다,재구매,의사,있다",용량
"향,좋다,가격,정도,제품,없다,같다",향기
"용량,작다,배송,빠르다,택배,기사,친절,하다,마켓,안드로이드,앱,작성",용량
"귀엽다,색,사용하다,있다,좋다,착색,짱",색상
"아이,라이,떨어지다,겸하다,인터넷,하다,무료,배송,눈썹,다듬다,그리다,괜찮다,같다,디자인,깔끔,가격,저렴,하다,일단,배송,빠르다,다음날,바로,오다",디자인
"좋다,수분감,있다,피부,투명하다,맑다,느낌",감촉
"커버력,좋다,모르다,촉촉하다,퍼프,물방울,모양,콧앙울,눈가,때,좋다,핑크톤,케이스,이쁘다",디자인
"색,생각,진하다",색상
"좋아하다,제품,향기,좋다",향기
"화장,수정하다,때,좋다,건성,레이저,시술,얼굴,수분,날아가다,분,쓰다,좋다,커버력,좋다,편,아니다,자연스럽다,화장,되다,명동,놀러가다,공중,화장실,화장,고치다,중국인,무리,팩트,없어지다,구매하다",감촉
"엠엘비비,빠지다,로즈,말,들어가다,구매하다,있다,색,예쁘다,자연스럽다,화사하다,분위기,있다,차분하다,느낌,원하다,때,사용하다",색상
"에센스,살다,때,사다,좋다,같다,믿다,쓰다,시드물,양,적다,쓰다,같다,쓰다,사다",용량
"상담받다,구입하다,촉촉하다,좋다,유통,기한,짧다,다르다,좋다",감촉
"이쁘다,향,괜찮다,쓰다",향기
"무펄,퍼플색,아니다,보라끼,돌다,갈색,코코아색,정도,발색,잘되다,질,좋다,옥션,안드로이드,앱,작성",색상
"오프라인,매장,저렴하다,구매하다,처음,쓰다,제품,기대하다,추천하다",가격
"색상,맘,들다",색상
"빠르다,배송,감사드리다,색상,예쁘다,괜찮다",디자인
"자연스럽다,색감,좋다",색상
"향기,좋다",향기
"용량,진짜,작다,깜놀,발색,않되다,톤다운시키다,정도,탠닝,효과,기대하다,실망",용량
"예전,주문하다,재다,주문,입니,매트,얇다,펴다,번들거리다,좋다,팔다",감촉
"저렴하다,가격,구매햇,슬다",가격
"제꺼,구매하다,선물,개더,사다,클리오,다르다,팔레트,비교하다,로레알,로즈,이쁘다",색상
"기초,제품,구입,하면,구입하다,디자인,예쁘다,퍼쓰,위생적,사다,일정량,펌프,되다,나오다,제품,스며들다,끈적거리다,번들거리다,좋다,저럼한,가격,괜찮다",디자인
"살다,고민하다,익스트림,이스트,요걸,리뉴얼됐대,서구,매다,건조하다,피부,좋다,자칫하다,두껍다,보이다,있다,경향,있다,쓰다,아이,보리,딱,가격대비,용량,작다,결점",용량
"양,크다,좋다,제조,일자,일다,스킨하다,사,샘플,주다,딴데,낱개,주문하다,립스틱,폼,클렌징,이런거,샘플,괜찮다,크리니크,샘플,주다,실망",용량
"향,좋다",향기
"연령대,피부,타입,건성,지성,복합성,제품,사용,횟수,기간,제조,일자,도움,되다,사용,후기,잘안지워,지기,유명,심쿵주,사용하다,맘,들다,심장,쫄깃,구입하다,데일리,쓰다,제품,사은품,받다,거울,이랑,틴트,예쁘다,맘,들다,옥션,안드로이드,앱,작성",디자인
"촉촉하다,흡수,잘되다,넘,좋다,대용량,만족하다",감촉
"사람,상품평,모두,예쁘다,고해서,혹하다,화면,모델,바르다,색깔,예뻐보이다,사다,다르다,타브,랜드,브랜드,립스틱,색깔,똑같다,특별하다,색,아니다,비싸다,주다,사다,돈,아깝다,오다,인빛,케이스,향기,고급스럽다,향기,차별화하다,달콤하다,향기",향기
"감사하다,받다,색상,만족하다,발색되다,예쁘다,다르다,사람,추천하다,제품,만족스럽다,제품,보내다,감사하다,다음,구매하다,방문,하겠,니다,재구매하다,재방문,하다,좋다,상품,보내다,감사하다,팔다,수고하다,감사,합니다가성비,좋다,제품",색상
"백화점,방판,넘다,가격,싸다,좋다,제품,구입하다,향,좋다,마켓,안드로이드,앱,작성",향기
"날씨,따뜻하다,자정,수로,바꾸다,주문하다,산뜻하다,좋다,우리,가족,설화수,좋아하다,아빠,엄마,언니,쓰다,샘플,주다,배송,괜찮다",감촉
"미네랄,믿다,쓰다,있다,좋다,사이즈,크다,작다,휴대,간편,사용하다,편리하다,디자인,심플하다,이기다,한데,가격,나쁘다,좋다",디자인
"색상,예쁘다,괜찮다,용량,하다,적다",용량
"평소,쓰다,제품,믿다,구매하다,가격,저렴하다,좋다,배송,빠르다,팔다",가격
"주문하다,결제하다,배송,시작되다,상품,오다,만족하다,포장,구김없,깔끔하다,좋다",디자인
"구매,화장,하다,미니,구매하다,계속,쓰다,차차틴트,색,괜찮다,개인적,맘,들다",색상
"이쁘다,배송,빠르다,향,좋다,상큼하다,향,때,입술,각질,제거,하다,바르다,같다,바르다,거슬리다,건조하다,바르다,지속력,괜찮다,같다",향기
"연령대,피부,타입,건성,지성,복합성,복합성,제품,사용,횟수,기간,정도,제조,일자,도움,되다,사용,후기,색상,자연스럽다,피부,밀착력,좋다",색상
"넘다,사용하다,잇다,피부,트러블,있다,다르다,못쓰다,실패,하다,좋다,지성,분,괜찮다,같다,유분기,많다,가볍다,쓰다,건조하다,같다,멀다,흡수,아니다,날라가다,느낌,그러다",감촉
"생각하다,맘,들다,들뜨다,티나,지도,좋다",감촉
"쓰다,제품,재구매하다,대용량,저렴하다,살다,같다,좋다,포장,꼼꼼하다,캡슐,수면팩,선물,오다",가격
"중학생,딸,토니모리,샘플받다,쓰다,좋다,하다,구입하다,로션,스킨,동일하다,은,약하다,레몬,라임,사이,향,나다,바르다,향,유지되다,강하다,향,좋다,녹차,들다,순하다,화장품,느낌,들다",향기
"연령대,제조,따뜬한,제품,오다,구매하다,제품,사용하다,쓰다,양,많다,쓰다,피부,맞다,제품,같다,서리,건성,피부,비싸다,좋다,제품,아니다,같다,쓰다",용량
"저렴하다,구입하다,쓰다,있다,좋다",가격
"가격,대비,상품,좋다,같다,용량,많다,지겹다,작다,용기,쓰다,지겹다,쓰다,마니,마니,팔다,상품,배송,오다",용량
"배송,빠르다,좋다,음,포장,깔끔하다,좋다,쓰다,유명하다,제품,좋다,거,같다",디자인
"저렴하다,구입하다,기분,졶네요",가격
"품절,대란,구하다,알다,뎅,칼배송,디자인,컬러감,싹다,맘,들다,바르다,징",디자인
"저렴하다,사다",가격
"포장,깔끔하다,좋다,감,바니",디자인
"가격대비,용량,크다,글로,시합,니다,무료,배송,맞추다,구매하다,품질,만족하다,배송,만족,빠르다",용량
"산지,되다,처음,쓰다,피부,스며들다,민감성,피부,나다,쓰다",감촉
"비타민,화장품,여드름성,피부,탁월하다,타제품,비타민,세럼,효과,느리다,같다,비타민,들다,모르다,가격대비,용량,맘,들다,사용하다,있다,좋다",용량
"가격,만족,성능,사용,편의성,상태,배송,도움,되다,사용,후기,눈썹,그리다,어렵다,일,혁신적,제품,초보자,쓰다,좋다,브라운,쓰다,색상,괜찮다,옥션,안드로이드,앱,작성",색상
"양,적다",용량
"처음,바르다,때,진하다,흡수되다,입술,같다,진하다,좋다,물틴트제형,건조하다,감,있다,바르다,립밤,바르다,자연스럽다,이쁘다,만족하다",디자인
"째,쓰다,맞다,묽다,끈적이다,좋다,째,쓰다,맞다,묽다,끈적이다,좋다",감촉
"싼,티나",디자인
"귀엽다,예쁘다,좋다,마음,들다",디자인
"아모레,할인,쿠폰,뿌리다,때,사다,싸다,사다,겨울,가볍다,다르다,거,쓰다,봄,초가을,정착하다,스킨,흡수,잘되다,로션,가볍지,좋다",감촉
"저렴하다,사다,좋다",가격
"면세점,구입하다,이용하다,저렴하다,가격,좋다,제품,이용하다,되다,만족하다,번째,사용하다,끈적임,없,흡수되다,좋다,무향,계속,이용하다,피부톤,뽀샤시,해지다",감촉
"사용하다,제품,향도,좋다,맞다",향기
"쓰다,순하다,양도,많다,좋다",용량
"용량,크다,좋다",용량
"처음,사용하다,촉촉하다,좋다,같다,쓰다,구매하다,저렴하다,자다,삿옽",감촉
"피부,타입,건성,지성,복합성,건성,제품,사용,횟수,기간,제조,일자,그,도움,되다,사용,후기,가격,저렴하다,편,배송,빠르다,무해하다,화학,성분,가진가,들다,하다,무해,성분,오다,기대하다,어렵다",가격
"어둡다,갈색,머리카락,자연스럽다",색상
"다르다,사용하다,오래되다,같다,사용하다,여름,집,있다,때,스킨,분사하다,피부,순하다,부드럽다,가격,합리적,만족스럽다,제품,연령대,피부,타입,건성,지성,복합성,제품,사용,횟수,기간,제조,일자,도움,되다,사용,후기",가격
"웜톤,피부,잡티가리기,커스터드,색상,좋다",색상
"에스티로더,쿠션,짱,본컬러,칙칙하다,느낌,없다,좋다",색상
"뷰티,플렉스,매장,가격,저렴하다,좋다",가격
"사용감,가볍다,커버력,좋다,지속력,좋다,완전,맘,들다,쓰다",감촉
"밝다,향도,좋다,쓰다,넘,좋다",향기
"역싀,누디즘,친구꺼,바르다,핵짱,하다,사다,촉촉하다,묻어나다,없다,지속력,굿,굿,친구,말하다,양,작다,용,행사,때,쟁이다,되다",용량
"우연하다,기회,제품,만나다,향,좋다,시원하다,모공,줄어들다,같다,마스크,쓰다,일하다,콧,바람,뜨겁다,모공,크다,효과,있다",향기
"숨,은은하다,향기,좋다,순하다,피부,맞다,싸다,구매하다,좋다,팔다,숨,은은하다,향기,좋다,순하다,피부,맞다,싸다,구매하다,좋다,팔다",향기
"번째,구입하다,사용하다,피부,맞다,같다,용량,밀리다,괜찮다,정도,사용하다,지겹다,다르다,제품,사용하다,제품,낫다,구입하다,펌프식",용량
"미온수,지우다,눈,시리다,하다,구매하다,처음,뭉치다,발리다,시간,지나다,뭉치다,만족,눈,약하다,눈물,나다,팬더,안되다,눈물,흐르다,때,가루,약간,떨어지다,미온수,지우다,생각하다,대박,제품,여기다",감촉
"양두,괜찮다,거울,사이즈,딱인듯,오른쪽,꺼,쓰다,되네용,덥다,그렇다,가을,쓰이다",용량
"쓰다,저렴하다,살다,같다,기분,좋다",가격
"골드펄,이쁘다",색상
"양도,많다,좋다",용량
"어제,샘플,받다,사용하다,유분,많다,피부,최고,같다,할인율,넘,좋다,시슬리",감촉
"매번,쓰다,저렴하다,구매하다,다음,구매하다,예정,배송,진짜,빠르다,에헤,짱짱",가격
"마스카라,바르다,번지다,특수하다,눈,가지다,마스카라,바르다,그위,요거하다,덧바르다,번지다,필수,아이템,가격,착하다,좋다",가격
"발림성,좋다",감촉
"사용하다,브라운,자연스럽다,좋다",색상
"겨울철,후반,건조하다,고미,그렇다,바르다,부담스럽다,그러다,차,추천,제품,구입하다,되다,쫀득하다,제형,최고,흡수되다,속도,빠르다,데일리,사용하다,좋다",감촉
"색상,예쁘다,좋다",디자인
"사용하다,이번,구성,잘되다,맘,들다,가격,저렴하다,부담,충분하다,사용하다,되다,늘바른곳,질좋다,가격,도,확줄여주,현대몰,정말,내맘에쏙,들다,앞,좋은,상품,기대하다",가격
"미샤,기간,구입,나무,깍다,쓰다,냄새,좋다,화장품,특유,냄새,잇다,끝,솔,있다,자연스럽다,디테일하다,그릴수,있다,눈썹,정리하다,예쁘다,그릴수,있다,좋다,대박",향기
"저렴하다,가격,괜찮다,통,깜찍하다",가격
"향,순하다,수분,느낌,좋다,구매하다,지복합성,그렇다,유분,많다,사용감,산뜻하다,좋다,가격,저렴하다,스킨,용량,넉넉하다,쓰다,부담,없다,색상,푸르다,색,시원",용량
"처음,향,좋다,구입하다,새거,남다,한정판,대용량,판매하다,구매하다,좋다,제품,같다",향기
"용량,크다,좋다",용량
"텍스처,발림성,좋다,다크닝,생기다,주근꺠,얼굴,완벽,커버,되다,자연스럽다,얼굴,색상,만들다",감촉
"후,기존,선제품,사용하다,리필,구매하다,없다,팩트,구매하다,향기,좋다,화장,먹다,요,요건,리필,구매,하다,있다,좋다,같다",향기
"립스틱,립글로스,중간,보다,되다,돌리다,쓰다,편하다,립글로스,새다,경향,있다,좋다,색감,이쁘,핑크,미업,이쁘다",색상
"색상,자롯산게,하나,있다,이쁘다,좋다",디자인
"바르다,은은하다,색상,예쁘다,같다,발색력,개다",색상
"디자인,좋다,좋다,굳굳",디자인
"샘플,말다,챙기다,갖다,색,맘,들다",색상
"금,색,펄,촤르르,있다,예쁘다,한정판,늦다,알다,지금,찾아보다,재고,있다,구매하다",색상
"샘플,쓰다,사용하다,크리니크,낸새,무향,자극,없다,스킨,로션,비누,아이,젤,수분,크림,에센스,샘플,치다,종류,사용하다,여름,피지,돌다,낳다,스며들다,기름기,걱정,되다,겨울,끊적임,없다,촉촉하다,느낌,지속되다,화장품",감촉
"이번,신상,디쟈,인두,깔끔하다,컬러두,대만족,보다,장만하다,상,쓰다,랑콤,쓰다,가없다",디자인
"저렴하다,복합,성이랑,건성,구매하다,친구,주다,하려하다,복합성,때,밀리다,자기,전,바르다,걸로,쓰다,같다,건성,밀리다,거,없다,유분,많다,편,아니다,민감,피부,아니다,건성,사다,좋다,같다,빠르다,배송,감사하다",감촉
"발림성,좋다,색깔,이쁘다,만족하다",디자인
"기대,하다,보다,향,강하다,거부감,들다",향기
"좋다,기획,나오다,때,주문하다,기분,좋다,카드,할인,받다,저렴하다,구매하다,배송,빠르다,편이,샘플,누락없,챙기다",가격
"제품,구입하다,당시,로젤릭서,포밍,바디,스크럽,구매하다,로젤릭서,가격,비싸다,제품,구입하다,로젤릭서,사용하다,제품,사용,전,가격대비,향,좋다,용량,괜찮다",용량
"쿠폰,사용,저렴하다,구입하다,배송,빠르다,사은품,받다,여러겹,바르다,있다,가볍다,스킨,찾다,겹,바르다,좋다,사용량,많다,넉넉하다,통,주문하다,만족하다",가격
"동안,수분감,느끼다,아이크림,사용하다,리치하다,스며들다,양,생각,많다,좋다",용량
"은은하다,골드빛,예쁘다",색상
"색상,굴리다,바르다,괜찮다,바르다,괜찮다,발색,비슷비슷하다,거,다르다,볼터치,다르다,바르다,광택감,돌다,고급스럽다,촉촉하다,보이다,좋다,베네피트,볼터치,시리즈,마음,들다",디자인
"주변,추천하다,이니스프리,제품,믿다,쓰다,가격,비싸다,편,아니다,사용하다,되다,같다",가격
"보다,디자인,심플하다,좋다",디자인
"끈적임,없다,산뜻하다,토너,쓰다,좋다,알로에,오이향,나다,오이향,싫어하다,분,다르다,향,쓰다",감촉
"색깔,예쁘다,넘맘에,들다",디자인
"남자,간편하다,쓰다,좋다,향도,괜찮다,안개,분사,좋앙요,앞,재구매,에정",향기
"얼굴,밀착력,수분,좋다",감촉
"배송두,빠르다,발색,이쁘다,좋다",디자인
"완전,강추,진짜,좋다,색감,좋다,컬러,사고,싶어유,발림성,좋다,색,유지,되다,명품,메이커,립스틱,틴트,바르다,가다,유지,잘되다,완전,좋다",색상
"친구,생일,선물,시,친구,이쁘다,네유,색,이쁘다,디자인,이쁘다,굿굿",디자인
"가격,비싸다,쌤플,쓰다,보고,느낌,좋다,구입하다,만족스럽다,사용하다,다르다,에센스류,리치하다,피부,얇다,피부,보호막,하다,느낌,좋다,피부,온도,높이다,같다,느낌,들다",가격
"백화점,구입,햇는데,리필,이용하다,후,제품,기초,쓰다,맞다,편이,디자인,이뿌다,적극,추천하다,다음,이용하다,빠르다,배송,고맙다",디자인
"연령대,피부,타입,건성,지성,복합성,지성,제품,사용,횟수,기간,리뉴얼후,처음,제조,일자,모르다,도움,되다,사용,후기,이번,리뉴얼되다,하다,궁금하다,구입하다,예전꺼,수분,느낌,충만하다,촉촉하다,좋다,배송,빠르다,좋다",감촉
"가격,면,만족하다,깔끔하다,좋다",디자인
"초보양,비비,섞다,쓰다,괜찮다,자체,론느,촉촉하다,다크닝,심하다,괜찮다,무난하다,제품,같다",용량
"향기,좋다,발림성,무거지,산뜻하다,좋다",향기
"쓰다,용량,맘,들다",용량
"촉촉하다,향도,좋다,예쁘다,손,기대하다",향기
"미스트,쿠션,처음,구매하다,헤라,유명하다,구매하다,향도,좋다,촉촉하다,만족하다,사용하다",향기
"다르다,곳,저렴하다,구매하다,같습니,디",가격
"촉촉하다,향,좋다",향기
"처음,깔끔하다,좋다,도라에몽,비치,타올,옆,에어,캡,별도,구매하다,크림하다,청결제,어리다,라인,쓰다,구성,확인안하다,사다",디자인
"사용,안하다,디자인,맘에,들다,파우치,괜찮다",디자인
"처음,사용하다,괜찮다,향,좋다",향기
"어머님,선물,드리다,촉촉하다,좋다,하다",감촉
"가격,쎄지,사용감,만족하다",감촉
"눈,화장,벌다,편,쓰다,안번진,길다,세일,저렴하다,구매하다,손,바르다,냄새,이상하다,맨손,빡빡하다,느낌,들다,효과,좋다,내일,쓰다",향기
"펄,들어가다,반짝이다,향,거슬리다,좋다",향기
"처음,잘되다,하다,집,오다,펜더,들다,어디,있다,괜찮다,같다,디자인,가격,만족하다",디자인
"아이오페,좋다,알다,가격,있다,다르다,사이트,비교하다,구입하다,가격,저렴하다,배송,빠르다,말다,팔다",가격
"라네즈,내추럴,아이라이너,색상,사용하다,자연스럽다,색상,좋다,번지다,없다,편이,마켓,안드로이드,앱,작성",색상
"구매,한지,되다,사용하다,후기,좋다,상품,만족스럽다,사용하다,수분,채우다,같다,바르다,바르다,얼굴,되다,땡기더라구용,저렴하다,구매하다,배송,빠르다,전체적,만족하다",가격
"배송,빠르다,제품,귀엽다,깜찍하다,디쟌,모두모두,맘,들다,해서,본품,주문하다,리필,주문하다,하다,후회,들다,만족하다",디자인
"쓰다,재구매,하다,양,적다,쓸만하다,배송,느리다",용량
"영안고,촉촉하다,좋다",감촉
"선물하다,색상,마음,들다,디자인,예쁘다,하다",디자인
"가격,좋다,제품,하다,케이스,다르다,스킨푸드,제품,비하다,예쁘다,내용물,좋다,말,크림,리치,하다,건성,피부,좋다,같다,전,중복,합성,찍다,바르다,오래,쓰다,같다,향,괜찮다,만족",향기
"랑콤,파우더,쓰다,사다,비싸다,하다,올리브,오일,바르다,맘,들다,팩트,괜찮다,하다,구매하다,오늘,사용하다,주변,반응,괜찮다",색상
"나무,좋냐요,건성,신분,적그,추천,요,가다,각겨,착하다,디자인,착하다,픔질,머무,좋다",디자인
"매장,테스터,하다,향,좋다,사다,상큼하다,진짜,좋다",향기
"케이스,디자인,리뉴얼,되다,전꺼,둥글다,둥글다,귀엽다,뚜껑,골드빛,나다,같거,각지,바뀌다,고급스럽다,느낌,들다",디자인
"사이즈,적절하다,용량,마음,들다,한동안,쓰다,리필,판매하다,좋다,같다",용량
"가격대비,용량,크다,좋다,닦다,스킨,용도,적합하다,다르다,기능성,보습,영양,기대하다,구매하다,실망하다,거예요그렇지,가격대비,용량,가성비로",용량
"하이라이터,괜찮다,거,없다,찾다,중,발견하다,블로그,평이엄청,좋다,유명하다,제품,이던데,그만하다,데다,이유,있다,같다,사다,예전,쓰다,건,하이라이터,하다,하다,티가,나다,진짜,자연스럽다,자연스럽다,좋아하다,분은,살다,가격,비싸지,쓰다",가격
"제품,가격,빠르다,배송,모든면,만족하다,주위,적극,추천하다,감사하다",가격
"색,자연스럽다,부드럽,긴하다,립,그로스,지우다",색상
"친구,선물하다,제품,구매하다,샘플,생각,많다,전체적,포장하다,좋다,포장지,부탁하다,없다,아쉽다,저렴하다,구매하다,친구,좋아하다,좋다",가격
"배송,상태,좋다,샘플,화이트닝,제품,챙기다,감사하다,오늘,샘플,비비,사용하다,비비,슈라멕,쓰다,때,뻑뻑하다,부드럽다,발리다,좋다,점보,사이즈,사다,그러다,아쉽다",감촉
"좋다,좋다,넘,촉촉하다,좋다",감촉
"촉촉하다,색,자연스럽다",색상
"좋다,생각,양이,적다,실망",용량
"스킨푸드,파우더,처음,좋다,배송,빠르다,색상,밝다,좋다",색상
"발림성,좋다,코랄,색상,과하다,이쁘다",색상
"바르다,때,부드럽다,밀리다,바르다,후,얼굴,칙칙하다,화사하다,바꾸다,것,같다,향,강하다",향기
"동안,영양,크림,찾다,매장,나가다,비싸다,좋다,갖다,비싸다,영양,크림,쓰다,하다,인터파크,오다,이자,녹스,보통,만원,알다,되다,가격,구입하다,좋다,발림성,좋다,포장,이쁘다,배송,빠르다,강,추",감촉
"좋다,완전,이쁘다,맘,들다",디자인
"향,좋다,쓰다",향기
"망고,씨드,라인,보습력,최고,같다,저렴하다,가격,성능,최고,촉촉하다,향,좋다,쓰다",향기
"베이지,없다,내츄럴,사다,생각,괜찮다,약간,펄,있다",색상
"하다,쓰다,느낌,좋다,향기,좋다,좋으네요",향기
"사용하다,만족하다,세일,가격,좋다",가격
"색감,이쁘다,발림,좋다",색상
"자극,없규,순하다,쓰다,제품,용량,작다,아쉽다,팔다,멈,팔다",용량
"번째,구입,처음,받다,왜케,작다,실망하다,사용하다,넘,편하다,쓰다,번째,구입하다,받다,에다,밖,안되다,사용하다,용량,작다",용량
"바디,미스트,생각,향,오래가다,향수,대용,쓰다,좋다,용량,많다,오래,쓰다,같다",용량
"귀엽다,이뿌다",디자인
"밀착되다,쨍하다,색,이쁘다",색상
"스킨,부스터,구매하다,촉촉하다,좋다,라인,맞다,같다,다음,앰플,에센스,구매하다,하다",감촉
"초코파이,모양,이쁘다,선물,하다",디자인
"맘,들다,향,좋다,지금,시기,가격대비,최고,맘,들다,향,좋다,지금,시기,가격대비,최고,맘,들다,향,좋다,지금,시기,가격대비,최고",향기
"평,좋다,쓰다,구매하다,지속력,좋다,발림성,좋다,입술,갈라지다,좋다,좋다,믿다,쓰다,색,원하다,페이보릿,키트라,구매하다,보내다,푸짐하다,샘플,넘넘,감사하다,마켓,안드로이드,앱,작성",감촉
"피부,좋다,모르다,건조하다,가격대비,스킨,용량,작다,같다",용량
"데일리,쓰다,진저,바르다,사람,쉐도우뭐썻냐고,자주,묻다,인생탬,용량,넉넉하다,오래,쓰다,있다,용",용량
"순하다,좋다,산뜻하다,밝다,하다,아이오페,기초,중,맘,들다,배송,빠르다,굳트",감촉
"쓰다,제품,믿다,구매하다,용량,적다,구입하다,흠,하이드,레이팅,건조하다,팔자,주름,생기",용량
"알아보다,최저가,구매하다,친구,생일,선물,하다,친구,좋다,백화점,상품,동일하다,저렴하다,구매하다,좋다",가격
"좋다,받다,배송,빠르다,향,나다,하다,괜찮다,촉촉하다,쓰다",향기
"기존,쓰다,재구매,하다,용량,크다,좋다",용량
"에센스,들다,촉촉하다,발리다,비비,외관,디자인,예쁘다,호쓰시는분들,무난하다,맞다",디자인
"예쁘다,좋다,저렴하다,구매하다",디자인
"발림,좋다,속눈썹,길다,효과,좋다,짱짱,싸다,자다,삿어용",감촉
"양,많다,좋다",용량
"촉촉하다,좋다,좋다,좋다",감촉
"백화점,저렴하다,좋으네요,담번,재구매,하다,팔다,배송,빠르다,좋다,제품,싸다,살수,있다,고맙습니자",가격
"여름철,땀,냄새,대비,좋다",향기
"보통이,컨실러,많다",용량
"인터넷,보다,구매하다,색,어울리다,경우,많다,매장,테스터,하다,이쁘다,구매하다,룩,어울리다,여리여리하다,색감,넘,이쁘다,좋다,촉촉하다,하다,넘,좋다",디자인
"디자인,심플하다,것,맘에,들다,속눈썹,컬링,유지되다,워터,프루프,기능,은제,하다,물,지우다,상품,도착하다,시,굳다",디자인
"향,강하다,촉촉하다,좋다",향기
"피부,자극,없다,수분감,도조아서,발라,건조하다,땅기다,현상,없다,화장,먹다,만족",감촉
"색상,이쁘다,바르다,남다,촉감,좋다",감촉
"색,이쁘다,엄,마선물,색,이쁘다,마켓,안드로이드,앱,작성",색상
"평,좋다,구매하다,색,좋다,오래가다,촉촉하다,향,좋다,좋다",향기
"저렴하다,구매하다,좋다,행사,하다",가격
"양,적다",용량
"베이스,바르다,후,파운데이션,비비,크림,바르다,들뜨다,화장,먹다,좋다",감촉
"끈적이다,없다,향,넘,좋다,바르다,발색잘되다",향기
"색상,맘,들다,구매,햇어요,양도,많다,받앗",색상
"마스카라,솔,컬링,되다,팬더눈,되다,좋다,제조일,최근,냄새,심하다,메이블린,특유,향인가,구리다,향,동안,_,오다,뷰러,성능,저렴하다,구입하다,만족,향,익숙하다,않다,재구매,의사,없다,쓰다,쓰다",향기
"요거,물건,기존,겔,쓰다,비싸다,바꿔보다,가격,착하다,정도,무난하다,밝다,피부,중간,톤인데,해서,사다,밝다,커버,적당히되다,가격대비,만족하다",가격
"배송,괜찮다,양,많다,비욘드,제품,핸드,크림,째,사용하다,모르다,향,좋다",향기
"인터넷,성분,좋다,커버력,좋다,하다,고심,고심하다,사다,사용하다,마음,들다,사다,붓,안하다,손,묻히다,펴,바르다,들뜨다,자연스럽다,커버되다,피부,자연스럽다,개인적,눈주변,바르다,눈,불편하다,감,있다,눈,주변,피하다,바르다,정도,만족하다",감촉
"촉촉하다,가격,촉촉하다,가격,저렴하다",가격
"오래,전,많다,분,애용하다,비오템,수분,크림,양,적다,가격,나가다,그만하다,가치,있다",용량
"동안,요거,사용하다,작년,피니쉬,파우더,갈다,타다,뜨다,뭉치다,요걸,구입하다,건성,복합성,타입,인데볼,쪽,홍조,심하다,열감,많다,편이라,파우더,사용,자제,하다,요즘,덥다,시작하다,날,필수,요걸,하다,뭉치다,보송보송하다,마무리,하다,있다,좋다",감촉
