r0,r1,target
-24.030897,-0.8615144,감촉
28.496769,-11.648595,가격
-12.49705,-19.29012,향기
6.736229,-46.788334,용량
-11.933813,-31.445086,향기
8.719333,26.807573,디자인
1.0905724,30.04754,감촉
-40.366814,-28.06541,감촉
9.542483,38.61604,색상
15.164229,44.85789,용량
24.516764,-4.0941343,가격
-8.615103,-59.024178,색상
-27.929977,18.837994,용량
34.47263,-36.623863,감촉
4.139273,-58.89716,색상
25.650576,4.115072,용량
13.982544,30.245724,디자인
63.299553,-21.87448,향기
-39.660656,-11.208716,향기
-29.4711,-14.019124,가격
-8.577294,-35.054966,향기
19.330225,-56.418285,가격
-1.1490221,15.2238455,가격
46.874172,-1.2933682,디자인
29.99286,11.003544,색상
23.890154,-29.972597,향기
21.57312,32.673595,향기
-34.507866,1.5873706,색상
11.007426,21.654732,디자인
-28.614548,23.021328,용량
14.024227,45.13739,색상
21.547537,-25.521463,감촉
3.3081994,-21.216257,용량
-0.19600481,-2.570347,감촉
6.1426725,13.596721,가격
15.011584,3.5696483,디자인
3.1222556,16.595575,디자인
-9.178863,0.69932616,용량
-19.947466,15.179126,용량
19.082237,-12.8608675,디자인
2.5111387,-1.4474031,용량
-16.44439,30.28549,용량
9.604808,13.273238,디자인
-24.082102,46.714592,감촉
-44.457172,36.156128,색상
-20.763,-5.563362,감촉
-10.699991,14.588062,감촉
38.810474,-35.18276,감촉
30.24345,0.9512197,감촉
43.002625,-25.212896,색상
-41.660717,22.846485,가격
26.055117,-60.680515,디자인
-27.299908,10.422656,감촉
37.362827,-7.075051,가격
-49.569973,15.678982,감촉
5.576239,-55.635376,향기
-0.5858104,-11.455857,향기
0.41128653,28.034988,색상
19.112223,35.674965,감촉
17.712399,48.33664,색상
-30.668264,37.909405,가격
7.487156,-47.064934,용량
3.3588598,-8.3036785,향기
35.474953,-49.376152,감촉
13.324992,-12.039519,가격
43.396908,1.1939067,디자인
14.124575,-40.573624,용량
-39.31198,-11.879158,향기
-5.212304,25.224928,용량
7.039938,-0.47517496,가격
-21.654335,49.55314,용량
-34.17987,-14.119388,디자인
-3.4357796,42.187607,디자인
-18.184183,-21.429451,향기
13.182714,-13.004393,가격
-46.66465,11.328539,감촉
30.676268,-51.88818,감촉
0.4980414,45.735863,색상
16.465767,46.038986,감촉
-36.546272,-34.185326,향기
-9.705862,27.463213,용량
-3.2322376,7.2791114,가격
-4.5186496,28.839285,디자인
5.673362,22.793343,디자인
8.592506,2.5478203,가격
-20.593864,-25.26074,향기
-19.674429,-6.07057,감촉
-24.493277,17.007223,용량
-39.258457,-4.306285,향기
28.661484,-48.652996,감촉
28.554672,45.682312,색상
-6.4701962,-30.608646,향기
28.470398,-40.889248,향기
12.664358,-32.085064,용량
27.116573,18.370321,색상
-37.87388,2.6578398,용량
-26.648409,43.32218,가격
25.604267,-59.230804,색상
-42.362995,-5.163199,향기
-34.011074,30.341774,가격
6.627303,-9.139288,가격
-29.480675,-5.1241846,용량
-21.390549,-25.432823,향기
12.781442,24.485605,색상
41.45543,2.948141,디자인
21.880651,19.036144,디자인
-25.009125,5.4586124,향기
26.445337,-20.233406,가격
-3.3883421,42.19622,디자인
24.4857,31.518286,색상
-2.958012,48.433174,감촉
19.123968,41.772358,감촉
-25.464619,43.311993,용량
18.782171,34.58329,색상
-4.905903,32.491867,색상
11.572312,-33.817207,용량
3.42212,15.068815,디자인
26.86105,41.55594,색상
-40.0102,4.6870403,향기
-21.740738,27.068962,색상
-36.31153,-26.839373,디자인
-54.634094,-30.545437,향기
5.9445815,4.5149617,용량
0.11002602,57.67426,색상
-29.108612,21.474176,가격
15.082803,-48.129036,디자인
14.621517,-39.482525,용량
-2.1878572,29.091936,디자인
-14.112162,35.009212,디자인
-28.511726,45.76653,향기
51.92219,19.049093,향기
-43.752747,-1.2215903,향기
-7.0364323,26.750746,감촉
18.15114,37.12308,색상
24.992098,-49.351654,가격
3.6225884,39.605064,색상
-35.43994,-32.703873,가격
-13.287781,22.744291,색상
32.38994,-24.285183,색상
30.232035,18.660706,색상
-13.081544,-14.999147,향기
20.80137,17.996307,디자인
-7.292409,34.490955,디자인
-6.7918186,-29.759104,향기
2.5828056,3.6758492,가격
-23.527395,-21.088417,가격
-9.63636,40.844807,디자인
18.075848,47.131214,색상
-12.760881,31.629898,디자인
-21.951357,-48.197197,가격
-32.86879,-1.7375393,향기
36.763,-27.947836,가격
-35.131313,-33.494617,감촉
37.940636,-20.23465,색상
29.418055,8.828399,디자인
-35.35063,-34.897842,가격
22.202387,-33.413193,향기
30.759987,42.94684,디자인
-3.9471126,28.734808,감촉
-14.434989,34.11689,디자인
-14.527623,8.093596,색상
14.720209,21.344576,색상
-36.064278,6.296663,향기
31.673267,-26.762705,색상
29.855194,10.324604,디자인
32.770187,4.889842,디자인
28.423094,-47.77699,감촉
-6.4729056,36.761368,디자인
3.1595054,-9.947187,감촉
10.481637,19.152506,색상
25.313488,7.686341,향기
-17.923662,16.594774,용량
-4.61505,-2.8141944,용량
26.938993,-35.487976,감촉
27.328405,44.642838,색상
8.967481,-21.130762,색상
-26.493162,25.044191,가격
20.822062,36.41715,디자인
30.071072,-25.93595,가격
35.308258,-42.176617,감촉
-41.55949,-23.306828,감촉
21.379976,47.989285,색상
-64.00899,2.4597661,향기
47.455364,4.076382,디자인
51.547943,-32.020824,향기
-40.535282,10.24994,감촉
-24.90202,20.297224,용량
-6.0197434,-0.7555171,용량
23.851807,-27.836124,향기
21.322723,-0.036402058,디자인
9.592859,28.810915,감촉
20.605373,-27.539679,감촉
55.595505,21.562372,가격
-27.845524,46.832546,향기
40.194763,-19.017324,색상
36.8588,-34.871838,향기
2.3847244,5.2504067,가격
-27.058054,7.3190074,용량
3.0867317,32.42903,색상
-4.691622,32.51099,디자인
-49.52304,15.666855,가격
10.371024,4.348838,감촉
43.44639,3.0942771,디자인
-21.101694,-1.3337857,감촉
16.59597,24.797434,디자인
-16.800312,-3.4732082,감촉
-42.92741,20.162935,가격
23.81939,-32.010555,향기
-19.159819,23.428013,색상
-20.564598,9.713855,감촉
0.6897647,-23.859991,용량
10.756574,-43.821445,용량
-3.0063643,3.7370465,향기
-31.236221,24.955614,향기
14.011857,24.238752,디자인
29.578882,23.361242,용량
-16.37489,24.592064,용량
-28.8683,46.08526,향기
-36.326057,-50.61326,색상
23.179628,-17.46698,가격
-6.402753,-37.76849,향기
-21.547745,42.773773,가격
-9.757304,-3.4294665,용량
15.182106,-49.743607,디자인
-34.307274,-27.790655,색상
-1.0541131,2.714625,색상
-35.387608,-26.28551,감촉
-11.722634,8.189819,용량
-42.657475,0.8548205,향기
14.327744,40.622105,색상
-34.52871,7.9091372,감촉
23.845215,-21.0537,색상
-14.732154,9.52619,용량
-17.600992,10.928041,용량
29.562252,1.7396008,색상
-15.141345,26.67184,색상
7.2455254,10.756805,용량
16.174026,17.399115,디자인
-11.08281,25.63099,용량
-26.625677,37.37681,가격
29.354786,-21.156843,가격
17.586338,46.07929,색상
11.660017,-5.790399,가격
23.820374,35.683323,색상
36.79612,-52.08852,디자인
-17.167385,38.734787,가격
-7.653597,16.747303,가격
-9.076692,0.13527088,용량
2.4173074,18.492327,디자인
20.638466,48.35834,색상
-5.3276563,-4.1683393,용량
6.432402,35.201244,향기
-1.9190856,1.7304213,용량
-4.7299876,9.874749,감촉
15.03886,30.437809,감촉
-33.064415,-8.004403,향기
3.9012215,30.505394,색상
30.528923,32.81022,가격
-59.796677,-10.497202,용량
-42.755463,24.703413,감촉
-11.368198,33.50713,디자인
-39.58212,7.7714486,감촉
13.741653,-37.42236,용량
39.87928,4.902986,디자인
-21.529507,-55.97837,용량
19.705873,36.41198,색상
3.8451617,-56.865547,가격
-21.834984,41.79119,가격
37.639748,-34.37511,향기
8.029031,-36.366352,용량
-31.087927,21.41511,감촉
-3.5342355,-12.140312,용량
19.013327,-0.26296574,디자인
30.450573,-56.193398,감촉
39.484184,-16.529913,용량
-3.4468265,12.714638,향기
2.752547,-31.233917,감촉
41.82357,1.7111087,디자인
-51.207115,-22.84964,색상
-18.58525,-46.832317,색상
38.94684,5.9114494,디자인
9.773002,2.4617558,향기
13.01338,14.494623,디자인
-40.29221,3.685492,향기
29.856955,-38.232708,향기
-26.508478,15.847616,용량
-36.1861,-48.18823,감촉
-5.5911613,37.16872,디자인
25.99935,26.645721,색상
-42.93964,-4.336491,용량
8.10901,-30.577204,용량
23.757921,-51.5568,디자인
-25.181923,44.919662,가격
-52.176495,-22.60022,색상
-22.397072,19.953506,용량
-29.599546,6.3256183,감촉
19.599306,-51.22826,색상
27.767769,30.774727,디자인
26.947855,28.837858,디자인
-8.338127,-58.51327,디자인
5.821928,-11.016666,향기
-18.7578,5.1315527,가격
42.661865,-13.66715,색상
-20.455606,41.851883,가격
31.466883,22.528143,색상
12.181658,-12.477559,향기
6.523483,39.07299,디자인
-36.116737,-5.6813865,향기
30.05091,-48.61134,감촉
-11.603624,3.438258,용량
-26.023773,2.2192671,감촉
25.724503,14.376325,색상
-25.792538,14.372244,감촉
30.736612,7.7176805,디자인
15.368395,-49.545082,디자인
-10.398355,-14.580402,감촉
-0.93571544,38.4357,디자인
-36.680332,13.090726,용량
60.111603,-6.669669,향기
31.020895,-59.78796,색상
30.164019,-53.00767,색상
16.477497,-39.40414,향기
8.384377,-55.78259,색상
24.112583,26.604422,감촉
22.480478,-59.641876,색상
39.095,-6.309167,색상
-42.45779,17.133718,용량
-16.231491,-8.945922,감촉
-9.822916,34.353756,디자인
36.73321,-16.503496,색상
3.5030022,9.985177,색상
7.944475,39.3799,향기
-1.3225557,41.97934,용량
-2.4860334,-4.578455,용량
9.2921505,-46.702957,용량
5.5359626,38.257153,용량
-22.557215,-9.409706,향기
12.0536585,-34.854187,용량
27.513372,10.705167,색상
32.536297,-9.037399,색상
-24.16311,18.870508,용량
-40.563095,-23.640621,감촉
-53.8865,-30.870058,감촉
32.63289,-64.11358,색상
-2.4147596,-23.802977,감촉
29.168165,-51.246773,감촉
2.6546366,-31.16508,감촉
27.433788,44.490414,색상
1.0260195,21.393908,디자인
-10.042864,45.262814,색상
-20.861916,25.609043,가격
32.60847,3.724301,색상
17.64344,38.145893,색상
-39.38061,6.671775,용량
-53.69113,-31.604164,향기
27.955988,35.073746,디자인
24.170132,-45.762177,감촉
-14.763052,26.277124,색상
12.5564375,-41.41672,용량
25.357712,45.773632,감촉
-43.401413,-2.770582,향기
-43.931526,10.24274,감촉
9.452249,19.062946,감촉
-1.7256892,18.047146,디자인
-27.866459,-2.8989878,디자인
-0.8054036,11.191656,가격
18.137417,15.616193,디자인
-36.646408,-6.5332227,향기
2.9252734,44.112953,용량
36.25009,-11.903382,색상
22.082975,-23.649132,감촉
-18.175444,-6.4660063,감촉
-1.5248959,-20.779305,용량
21.85776,-61.863564,색상
31.839994,-22.550861,가격
-25.17206,44.106125,가격
-26.145708,9.481631,용량
-32.816227,-45.333447,향기
-29.640722,-6.0299945,향기
27.398788,42.919098,색상
1.2396075,21.592812,향기
33.96725,-31.123896,가격
-25.06444,15.224921,용량
-12.090039,9.197652,용량
0.5181098,7.2607303,가격
35.665436,-28.993769,디자인
-37.16978,-4.3171153,향기
23.444176,-50.56551,가격
22.255983,47.226112,향기
1.9253879,1.8845011,용량
19.889584,21.229084,색상
-41.369003,24.460077,색상
-44.375267,2.541133,감촉
-13.593486,-5.7694693,향기
-1.9054749,0.28349528,용량
16.789454,30.143858,색상
30.789427,35.775654,색상
-6.3987494,-29.772503,향기
-36.59606,-16.502388,향기
33.009724,4.2433023,색상
-22.226242,-15.240672,향기
-6.9268045,0.21595314,용량
29.20764,-20.943964,가격
-56.452557,-25.829977,가격
-31.167053,3.1306503,향기
14.541442,30.45693,색상
-3.324753,13.605584,가격
-22.179667,-7.9969454,향기
29.553156,-21.553343,디자인
37.10148,-26.102139,색상
-18.552103,19.555275,용량
29.279522,22.226149,용량
8.241342,12.783656,디자인
8.256648,-6.5887213,가격
-4.8865614,5.9811788,감촉
-19.668797,-17.280714,용량
-17.322895,-26.05693,향기
-26.13367,26.373703,가격
18.240034,15.156642,디자인
21.801794,-62.5264,디자인
17.111406,17.163658,디자인
-31.20734,33.045414,가격
18.22475,25.09757,디자인
14.041936,-1.0028493,색상
26.249058,-11.33804,색상
22.663597,8.719637,색상
32.39062,-51.631218,디자인
-32.87437,2.9594138,향기
-45.86265,23.504656,감촉
-51.398968,-23.057194,디자인
-28.560318,39.948513,가격
-12.297846,33.916466,용량
13.454169,3.637412,향기
-12.448226,34.484497,디자인
7.13054,41.85261,색상
6.8442874,7.103541,가격
38.000008,-26.174019,색상
8.84213,-47.332268,용량
-13.551387,16.34746,향기
8.49969,42.48914,색상
42.943516,-50.55427,감촉
27.013779,-47.93064,가격
23.176655,18.726967,색상
5.0649495,4.062955,가격
-24.78871,46.280327,색상
-38.807415,-11.02368,향기
-40.98182,1.165042,향기
-32.13163,-34.535336,색상
10.931322,-31.42274,용량
-26.621983,-18.378601,용량
-19.189697,-16.187529,용량
-13.794581,25.125532,색상
23.787216,-11.390294,가격
2.3002565,5.274839,가격
32.756733,-44.21452,색상
-22.300896,-21.881748,향기
-30.817295,-1.0661855,향기
-28.048527,-5.912359,용량
26.796059,-39.487087,향기
-26.322018,-8.831973,향기
37.211098,-25.275251,색상
19.43021,-10.506681,향기
-49.0966,-28.066458,용량
-49.12248,-28.163391,용량
-4.9914794,-23.863693,용량
24.024168,-10.092965,가격
9.9238405,6.2541337,디자인
24.103813,-9.009648,디자인
26.211569,-37.476456,감촉
-12.140077,-14.678316,감촉
-39.384502,-44.84382,용량
-35.75107,-11.453044,향기
-38.464714,6.510769,감촉
38.79304,-51.30092,감촉
29.848158,13.885671,색상
-16.848883,20.486095,용량
15.468924,-38.280266,용량
19.52161,-10.33581,가격
21.339985,28.02953,색상
27.108397,46.58672,디자인
38.616993,-11.755276,색상
-22.135855,6.498106,감촉
-2.4280076,43.00061,가격
-32.842922,34.45608,가격
-22.18007,-16.373543,향기
4.513648,-58.106483,감촉
37.340233,-18.656729,색상
-38.843586,-30.54633,가격
-12.101177,-31.430647,향기
-25.70317,16.488873,용량
9.750359,45.204624,색상
-10.054234,25.032824,가격
30.513996,-24.102413,색상
20.110447,23.672192,향기
10.41376,43.456226,디자인
30.624268,-20.616543,가격
-7.076898,4.946306,용량
-32.8504,24.533705,용량
29.746977,-34.26591,향기
29.673532,42.658356,감촉
22.144176,-62.655807,색상
-11.82128,35.229755,향기
-6.113138,33.453564,디자인
17.11978,-21.499199,감촉
30.058651,7.2002945,색상
24.747019,8.305662,색상
-34.640022,-5.614382,향기
-22.186392,13.977715,용량
42.868866,-29.270105,디자인
8.607302,-23.954351,용량
19.167877,-35.43984,감촉
19.192057,-12.787919,가격
-7.9235225,40.94801,향기
11.295908,28.963568,디자인
18.530287,-0.5354395,향기
32.149853,-15.397363,디자인
-36.249252,-34.229366,용량
44.732292,-3.2148483,디자인
28.584793,-27.023685,가격
22.70538,-62.392853,색상
-29.071346,38.962547,가격
-18.888681,47.315243,감촉
22.85253,-45.43627,가격
-39.610638,-28.892511,용량
35.49005,-52.806526,색상
35.28547,0.59740704,디자인
-45.173943,26.18673,향기
-25.859747,-12.701269,향기
36.60945,-7.748313,디자인
0.44368023,-3.9415622,용량
13.529927,16.054535,디자인
8.128986,-47.995644,용량
28.686655,15.845232,색상
-11.306122,32.76295,디자인
-31.654161,16.120823,용량
26.781244,10.774958,디자인
-29.402073,21.58114,용량
11.324311,38.413387,색상
-19.544394,3.966084,용량
-29.032133,24.356577,향기
-13.525387,5.803262,용량
-12.310767,19.59856,용량
15.361675,33.637035,향기
-18.647892,-25.119463,향기
-1.9835104,-49.437836,용량
-30.489702,11.437695,용량
13.338923,-18.861841,감촉
-23.70934,19.611408,용량
27.362787,6.0213394,감촉
43.85796,-34.497124,색상
39.277374,-22.915125,감촉
5.127711,-22.334337,용량
29.125395,-22.416742,가격
5.988649,-47.80576,용량
15.472593,20.694527,디자인
22.64647,38.933315,색상
7.809219,10.556239,디자인
1.1102744,-27.13194,향기
1.9331827,-49.36481,용량
-29.414812,36.014366,감촉
-49.96975,-27.930851,용량
-12.914576,14.1431675,색상
-13.290606,25.79567,가격
24.980165,11.351073,향기
-6.324162,34.43166,디자인
22.817917,9.7708235,색상
36.67273,-33.75499,디자인
-55.22781,-31.284307,향기
34.80083,-6.26564,색상
-7.6871524,50.022755,색상
-11.326128,8.649404,용량
-46.796066,12.628549,감촉
5.032581,-60.92264,색상
-32.807148,-12.256165,향기
16.28392,45.212868,색상
23.892403,10.025179,색상
-22.490934,13.138454,용량
-11.968879,29.290085,색상
30.262403,-51.76553,용량
-34.759365,16.86375,용량
-26.01292,2.2334523,디자인
-21.364906,39.28898,가격
-14.298385,-2.3931105,감촉
4.36947,-1.7374485,가격
22.417435,41.542828,색상
-10.594853,-31.7743,향기
24.369295,4.8657866,향기
3.2781312,-56.05403,가격
-34.68719,-45.80016,향기
9.512564,-47.456543,용량
6.6949325,-56.468044,향기
-21.748163,-56.351833,용량
-4.197749,-9.703871,감촉
34.396797,-29.75626,색상
-18.167072,-47.930763,가격
-53.983055,-21.613756,색상
30.13105,-40.72201,용량
21.336178,30.57835,색상
16.068727,-5.190731,감촉
17.698172,-23.025887,감촉
32.285587,-37.786213,디자인
29.279387,-4.4085803,감촉
34.187576,-8.140846,색상
-7.1644773,-15.695165,감촉
-35.950104,18.949594,용량
-64.406944,2.566412,디자인
18.838402,-10.756935,가격
-9.87386,-6.5689044,용량
20.865345,49.280807,색상
23.779184,-4.5909457,감촉
12.318622,-30.44334,용량
-14.266468,-52.90155,향기
-38.10811,9.558261,색상
12.477549,-16.949594,향기
21.97004,12.566134,색상
-35.99574,26.322851,가격
34.6632,9.624219,색상
25.462465,-48.19243,가격
59.775375,-9.287782,용량
19.801023,-10.915271,가격
7.9693213,-45.186962,용량
-35.445694,19.833588,용량
21.68822,49.019253,향기
38.444225,-20.736658,색상
-28.56573,3.9233363,가격
-1.8937957,30.804775,디자인
-29.633095,30.939457,가격
17.815166,46.102238,색상
-23.610794,19.922647,용량
-4.657525,-61.389946,가격
-37.714607,2.9693773,용량
44.886505,0.012369554,디자인
26.62736,-51.45045,색상
-16.137564,-29.213661,용량
-25.759712,22.458948,용량
-20.26777,16.398788,가격
-24.624044,23.460901,감촉
23.603804,-7.897861,가격
-15.23106,24.944761,용량
-26.752226,42.646587,가격
17.554632,16.986103,디자인
-32.767815,44.38494,향기
33.605347,-12.506482,감촉
28.912205,-48.501633,색상
-9.123762,-16.72243,향기
-33.793385,17.69022,용량
-34.76897,40.490063,가격
33.335087,14.740507,디자인
-32.90118,43.813934,감촉
32.65899,15.886348,감촉
-0.95919067,-1.6069964,감촉
-17.741022,10.720396,용량
-41.227608,-8.074643,향기
-36.13288,-26.170832,디자인
54.57855,20.26569,감촉
-5.6549172,27.966288,감촉
30.351166,27.551586,감촉
29.542759,-13.96797,색상
13.999821,26.578175,색상
28.60286,12.264445,색상
28.879585,-6.6938324,색상
13.1992035,17.022257,디자인
25.422157,43.17488,감촉
3.4810798,-21.015438,용량
13.767205,-19.29279,향기
5.8659005,-47.875084,용량
-5.654399,5.5739837,가격
24.045282,-63.660805,디자인
23.980328,-17.52812,감촉
27.927742,-49.598003,가격
-2.2533576,-7.784293,향기
12.492642,3.3069549,디자인
-21.895573,46.918446,가격
6.153535,41.306877,디자인
-14.351296,23.842348,색상
-20.637691,-44.614586,색상
-3.3948603,36.135174,디자인
40.709465,-22.45788,색상
-0.5513496,32.85535,디자인
-2.4284425,-11.393143,감촉
-23.61202,15.559117,용량
19.287855,-25.76887,향기
-19.044535,-21.914675,디자인
28.06071,-22.469543,가격
-4.29563,-11.916239,감촉
-42.669853,1.6488146,향기
-33.40554,-45.18781,향기
-31.993057,30.806658,색상
-41.424118,-4.9921594,향기
-15.57158,2.3653803,용량
16.24191,23.473198,디자인
-18.992542,34.411697,감촉
-11.571252,-18.539597,향기
-11.077242,-2.7267137,용량
5.391068,32.264683,향기
-14.974456,13.306182,용량
39.14101,-4.455824,색상
24.083239,19.425913,색상
-9.7647,16.37987,색상
-36.046436,-27.82426,색상
36.707066,-16.996532,색상
-34.70596,28.649975,가격
18.478632,37.69821,디자인
-35.29556,-44.97902,향기
-14.85776,-1.8708099,감촉
-36.174282,-25.978413,디자인
53.354412,-32.884327,향기
-27.199938,42.80306,감촉
15.402524,40.426216,감촉
16.605635,11.795319,디자인
25.677677,-17.238985,디자인
29.199465,-55.11546,가격
22.97467,51.9634,색상
14.119909,11.947369,디자인
22.100084,-43.384098,감촉
43.887947,1.6117806,디자인
53.340977,19.459957,용량
-5.467491,-58.068596,향기
-10.53637,50.712296,색상
23.324203,-53.98928,디자인
-22.085117,-56.331238,용량
-36.06751,-4.1326857,향기
-28.062767,20.20117,용량
-8.767251,28.55318,향기
12.669069,-30.560032,용량
22.609114,28.893295,색상
22.300423,3.9044974,색상
11.009716,-16.418013,감촉
-24.206915,-0.42937586,용량
25.319345,-38.449112,감촉
23.326807,43.350082,색상
4.503955,-10.018501,감촉
-13.015856,28.192785,감촉
27.447704,-4.768726,향기
23.39241,51.53576,색상
17.722116,-19.915827,감촉
13.697235,15.96718,디자인
17.770145,15.837111,디자인
-18.536528,34.260746,감촉
16.349545,42.54491,색상
10.257479,-3.4204879,가격
11.097032,5.7692337,가격
-18.332628,-3.901223,감촉
15.791054,-17.43983,향기
-28.333693,26.08136,가격
-26.625576,6.3042827,향기
56.36759,-17.08127,향기
-5.106956,15.666576,가격
-49.071842,-28.47975,용량
13.990353,-1.8490222,감촉
-5.6657896,30.379612,감촉
9.522274,-54.88409,감촉
5.0067286,-4.6643376,가격
-37.840714,11.400006,감촉
5.0307655,-20.927046,용량
32.04522,44.70233,디자인
3.0915763,-47.03079,용량
7.2132297,13.762155,향기
11.036963,-31.099028,용량
24.18,-29.949516,향기
27.469925,-2.3145823,감촉
-17.807707,11.11696,용량
20.894789,-16.0471,디자인
28.786236,-45.50858,감촉
-33.669685,3.2117193,향기
18.851809,-2.6371458,가격
-23.322298,-15.693614,향기
-16.355017,30.418861,용량
-40.03907,24.568958,감촉
49.48868,-42.280857,가격
-6.242224,-19.669926,감촉
-37.128822,22.774597,감촉
14.515631,37.63642,디자인
-14.255653,-52.672455,향기
-4.7902513,-60.82787,가격
29.059906,-25.143002,가격
25.212318,-17.733925,향기
14.787367,-12.687696,가격
36.874878,0.409674,가격
-37.54866,40.89277,가격
-22.484186,-0.76199746,감촉
29.839132,14.135297,색상
20.546307,30.876476,색상
10.577937,-26.461885,용량
-39.513397,18.3158,감촉
23.02605,2.2349021,감촉
15.662476,18.63884,디자인
-4.715103,37.219364,디자인
28.55452,-27.146503,가격
2.6123333,-8.013692,감촉
-21.095154,-54.29856,용량
30.573189,0.2943706,감촉
27.482445,-15.2274065,디자인
12.812518,-50.28893,디자인
-39.38667,-44.842743,용량
-9.750983,11.122366,가격
41.998158,0.8381147,디자인
-39.269382,-45.201385,용량
7.434147,29.968418,향기
-7.1176887,-13.28613,감촉
22.40612,-38.878365,향기
6.6397643,38.97042,디자인
23.907803,-34.262486,향기
-1.2906848,27.36297,향기
28.912508,9.302389,색상
13.3932085,-36.49013,용량
-8.850918,-25.808435,향기
24.382,-62.78583,디자인
-26.464363,-9.100396,향기
31.457893,-35.938175,색상
20.296627,-23.091526,감촉
-20.66861,-48.406067,가격
-32.30655,42.396378,가격
-35.177296,35.102165,가격
11.9210415,35.986023,향기
24.855742,12.066207,색상
29.770266,-4.9969177,향기
32.547256,-64.10204,색상
-51.58249,1.574965,감촉
55.268745,21.667582,가격
30.155903,-15.321863,디자인
-25.22964,40.367565,디자인
57.37119,-16.317917,향기
-8.7790365,7.360769,가격
12.266734,-3.6419075,가격
-34.992302,-32.269165,가격
21.491907,33.684166,색상
26.385715,42.052124,색상
-27.79203,44.974453,용량
-64.2782,0.8298885,감촉
-31.51211,4.932438,감촉
-14.760285,-53.021095,향기
-10.719588,-16.837702,감촉
27.805841,19.97338,색상
8.044331,41.430958,색상
3.0987659,-57.27123,가격
8.838757,-60.319427,감촉
8.870596,26.883572,향기
-3.5842848,46.626686,감촉
16.575928,-37.757736,용량
-38.823128,37.32423,감촉
-39.946735,5.643773,향기
-31.84871,-32.636513,색상
-22.093227,3.5706432,감촉
29.508457,23.74174,감촉
-18.792332,42.275295,감촉
-8.021643,-2.1395538,용량
16.685797,25.174253,디자인
-25.911505,0.94925046,감촉
6.0820255,2.636323,향기
14.891147,44.878517,용량
-35.273724,-49.75384,색상
-44.060528,2.1340644,향기
-21.081535,21.168545,용량
33.70389,8.93071,색상
60.116844,-7.359753,향기
6.4002666,-21.552519,용량
19.612844,-45.252937,향기
8.29817,-59.163437,색상
2.5607722,-31.135218,감촉
-12.903983,14.195093,감촉
-37.51121,-1.4754606,향기
21.993946,-14.863963,가격
21.314932,-59.954315,색상
5.088682,-61.28357,색상
41.801266,2.8495493,색상
-13.621278,-46.077187,디자인
38.893734,-29.030886,색상
-2.1838415,24.26162,가격
8.103578,-1.1988648,디자인
-23.689074,35.807777,가격
23.89827,-51.541027,디자인
5.414953,-1.8275638,가격
-13.369138,-33.207577,향기
5.0077095,44.50023,색상
-23.702679,11.72483,용량
-11.970069,-3.2463403,향기
-26.757492,-7.096917,가격
15.403269,42.327522,색상
18.213856,37.725945,디자인
1.482367,16.00041,가격
18.95981,5.9102573,색상
-23.809156,42.832882,가격
-12.826017,-15.334857,향기
38.711155,5.718972,색상
-20.628092,-5.7330422,감촉
7.9822598,1.5587357,가격
-36.44848,16.146172,향기
-13.725295,41.938698,색상
-24.720062,0.3127635,감촉
1.0484563,9.820296,가격
7.483689,-46.681107,용량
28.341679,-26.571503,가격
26.927168,1.4878306,색상
-41.86507,-8.944087,향기
46.664165,0.8731033,디자인
-0.63017774,32.76492,디자인
37.741264,-33.520718,디자인
60.201324,-6.8605766,향기
-18.29635,18.295527,용량
53.273823,-32.579426,향기
13.571722,-17.266796,디자인
-51.486225,1.617495,디자인
-5.551915,26.22611,색상
2.1821973,-19.768429,용량
26.21486,-1.9793047,색상
32.699665,-44.63996,색상
-7.2163696,44.77042,색상
-46.443226,14.502154,감촉
-8.178984,22.251143,디자인
4.1383386,29.66497,용량
15.912399,-34.535206,용량
1.9468155,1.8287289,색상
-34.56016,-5.1431584,향기
3.5423439,18.856943,디자인
36.39048,-6.71047,디자인
27.794289,-10.670254,색상
-6.860261,17.057146,가격
-11.944497,47.118927,가격
-33.095104,4.077465,향기
-34.206318,-44.816193,향기
5.3459744,46.05151,감촉
25.401922,-46.020126,가격
-35.405586,-27.564648,디자인
-11.080772,-5.798419,감촉
-32.883118,22.496876,디자인
-43.04243,4.3797526,감촉
27.86784,0.07780086,색상
32.510258,40.43407,색상
12.792996,-35.16154,용량
24.472631,-15.02374,디자인
-31.64263,15.96058,용량
-27.53256,33.5037,감촉
16.851397,41.573208,디자인
31.017965,-59.793343,디자인
5.3332105,1.6403822,용량
-7.330506,24.424448,감촉
-13.219902,7.9960475,용량
3.6360736,3.5610037,가격
17.764486,-20.704138,감촉
-19.87659,10.722893,용량
30.085888,10.655393,색상
10.424902,50.626022,색상
13.680409,34.903336,향기
-46.60461,19.125978,감촉
-16.998821,-11.208729,가격
29.144762,16.088943,디자인
52.54672,-33.36439,가격
11.682643,-58.61091,감촉
-7.035039,9.739918,가격
8.777461,27.656054,향기
15.233199,3.2355232,색상
5.8646607,-60.666256,색상
4.6337943,40.136032,디자인
0.6938859,8.288771,가격
-44.763477,17.176966,용량
31.730125,-52.185577,디자인
-30.363474,32.595806,용량
-11.606637,-1.2631631,용량
5.3624954,1.7181095,가격
-35.70828,15.160928,감촉
-3.1337824,-55.69228,향기
-35.306274,-3.4005551,감촉
